Loss_Rate,Average_Process_Time,Range_Process_Time,StandardDeviation_Process_Time,Average_Elapsed_Time,Range_Elapsed_Time,StandardDeviation_ElapsedTime,Correctness,Timeout
Loss_Rate,Average_Process_Time,Range_Process_Time,StandardDeviation_Process_Time,Average_Elapsed_Time,Range_Elapsed_Time,StandardDeviation_ElapsedTime,Correctness,Timeout
0,28.6576967,56.213938999999996,27.98426668832692,5.216286556993145,10.012801604985725,5.0982617099433805,True,True
0.04,0.2598742,0.268814,0.11992270296301512,0.7496348796936217,1.047941637050826,0.5038499400690651,True,False
0.08,0.16957589999999997,0.19375900000000001,0.061294968648785156,0.7344562024052721,1.0328699839883484,0.492515330697408,True,False
0.12,0.131786,0.04688499999999998,0.013748854360353889,0.8282117576978635,1.0106682149344124,0.4242435926814024,True,False
0.16,0.1216984,0.102964,0.03127945381805053,1.0256294348859227,0.014534796006046236,0.00434107212445855,True,False
0.2,0.1008682,0.061130000000000004,0.01587716560067039,1.024439400905976,0.023204315977636725,0.007000255045268859,True,False
0.24000000000000002,0.11003009999999999,0.07708299999999997,0.022481328877537458,1.0257102945121006,0.0170061900280416,0.005201955231091122,True,False
0.28,0.07585689999999999,0.039621,0.012522860708409331,1.0179886770027224,0.012261604948434979,0.0035469139949780466,True,False
0.32,0.0946019,0.055844000000000005,0.018960061512148227,1.0225874212977941,0.013275780016556382,0.004380572689863141,True,False
0.36,0.0719838,0.039948000000000004,0.01152087030663145,1.017886671202723,0.007408003031741828,0.0025088397554879466,True,False
0.39999999999999997,0.0733644,0.04988799999999999,0.014274765607727344,1.0187807707989123,0.014263816003222018,0.004245661700294183,True,False
0.43999999999999995,0.06840929999999999,0.024987999999999996,0.008681844581910252,1.0173169265908655,0.0057486179866828024,0.001923752767588074,True,False
0.4799999999999999,0.063366,0.02661300000000001,0.008545353721305063,1.0156874784152023,0.008156282070558518,0.0029204619644248257,True,False
0.5199999999999999,0.048803,0.02062999999999999,0.006370314539591694,1.0128024277102667,0.0060401869704946876,0.0017192529614840138,True,False
0.5599999999999999,0.0567178,0.023707999999999993,0.008676388826387776,1.015143628208898,0.007662424992304295,0.0022827727858591375,True,False
0.6,0.0543395,0.033837000000000006,0.011363240766710097,1.014666585694067,0.00955526705365628,0.0029472663971683143,True,False
0.64,0.0559712,0.028000999999999998,0.007789316911999123,1.0151240816980134,0.007578457065392286,0.0019474837675881491,True,False
0.68,0.04857789999999999,0.021709,0.006377260373998993,1.013783082208829,0.004138809978030622,0.001263601243545188,True,False
0.7200000000000001,0.0568879,0.02896,0.01003505956855486,1.0155420791066718,0.006242765986826271,0.002594671387381924,True,False
0.7600000000000001,0.0485023,0.02325400000000001,0.007314511391747233,1.0132747099909465,0.005211098003201187,0.0017951728350363708,True,False
