Learner_TimeOutValue,Average_Process_Time,Range_Process_Time,StandardDeviation_Process_Time,Average_Elapsed_Time,Range_Elapsed_Time,StandardDeviation_ElapsedTime,Correctness,Timeout
0,0.022720499999999998,0.0064090000000000015,0.004531847360624584,3.016126673494,0.000614481046795845,0.00043450371509995027,True,True
0.2,0.059058,0.0064700000000000035,0.004574980874276965,6.020013872010168,0.00021826603915542364,0.00015433739638952856,True,True
0.4,0.0854195,0.022321000000000008,0.015783330462864932,8.03015775597305,0.0036804599803872406,0.0026024782100175256,True,False
0.6000000000000001,0.08234849999999999,0.006825000000000012,0.004826003781598195,8.030507793533616,0.001812923001125455,0.001281930147864876,True,False
0.8,0.082506,0.008837999999999999,0.006249409732126706,8.030772209487623,0.0018922089948318899,0.0013379938116678102,True,False
