Learner_TimeOutValue,Average_Process_Time,Range_Process_Time,StandardDeviation_Process_Time,Average_Elapsed_Time,Range_Elapsed_Time,StandardDeviation_ElapsedTime,Correctness,Timeout
0,0.0187955,0.0013069999999999991,0.000924188563010817,3.0149681775073987,0.002183456963393837,0.0015439372252447695,True,False
0.2,0.0598355,0.0006069999999999964,0.0004292138161802318,6.023586613475345,0.002426931052468717,0.0017160994046728345,True,False
0.4,0.0623545,0.004933000000000007,0.0034881577515932438,6.022838119999506,0.0005109240300953388,0.00036127784635157375,True,False
0.6000000000000001,0.065187,0.0015099999999999975,0.001067731239591685,6.022554760507774,0.001649867044761777,0.0011666321754072615,True,False
0.8,0.06664949999999999,0.018698999999999986,0.013222189701407242,6.0249146565038245,0.010984774969983846,0.007767408871083832,True,False
