Proposer_TimeOutValue,Average_Process_Time,Range_Process_Time,StandardDeviation_Process_Time,Average_Elapsed_Time,Range_Elapsed_Time,StandardDeviation_ElapsedTime,Correctness,Timeout
0,0.1835405,0.008960999999999997,0.0063363838662126495,34.09124279700336,0.0005524280131794512,0.0003906255942366014,True,False
0.2,0.067366,0.0035320000000000074,0.002497501151150891,6.0261161230446305,0.0020516079966910183,0.001450705926796767,True,False
0.4,0.0643885,0.007734999999999992,0.005469470952477939,6.025511104526231,0.0026047429419122636,0.001841831397473959,True,False
0.6000000000000001,0.06440499999999999,0.007337999999999997,0.005188749560346884,6.028125200478826,0.0008857729844748974,0.0006263360839140464,True,False
0.8,0.073209,0.010950000000000001,0.007742819253992696,6.027507235470694,0.0011474209604784846,0.000811349142029918,True,False
